state,year,cigsale,lnincome,beer,age15to24,retprice,california,after_treatment
31,1979,117.4000015,9.752882957,,0.195002452,54.09999847,FALSE,FALSE
33,1979,126.4000015,9.877560616,,0.193646207,62.20000076,FALSE,FALSE
26,1979,130.8999939,9.891590118,,0.185103014,56.29999924,FALSE,FALSE
23,1979,101,9.699996948,,0.195999175,57.59999847,FALSE,FALSE
21,1979,183.3000031,10.05607414,,0.181530416,57.09999847,FALSE,FALSE
5,1979,117.4000015,10.07550812,,0.17845504,64.40000153,FALSE,FALSE
16,1979,118.3000031,9.909160614,,0.192791358,60.90000153,FALSE,FALSE
13,1979,214.8999939,9.70250988,,0.190215141,43.40000153,FALSE,FALSE
24,1979,197.3000031,9.681351662,,0.194703355,43.70000076,FALSE,FALSE
34,1979,79.09999847,9.694103241,,0.201932594,53.70000076,FALSE,FALSE
3,1979,121.9000015,10.0546875,,0.188400581,60.09999847,TRUE,FALSE
7,1979,131,9.729302406,,0.19123219,56.59999847,FALSE,FALSE
20,1979,116.0999985,9.847172737,,0.187055275,55.40000153,FALSE,FALSE
27,1979,141.6000061,9.809666634,,0.18505004,55.5,FALSE,FALSE
19,1979,120.3000031,9.778626442,,0.187973142,53.70000076,FALSE,FALSE
35,1979,160.8999939,9.747611046,,0.194102764,54.79999924,FALSE,FALSE
11,1979,124.1999969,9.881052971,,0.186754555,56.40000153,FALSE,FALSE
29,1979,145.8000031,9.843946457,,0.189382315,58.70000076,FALSE,FALSE
38,1979,117.0999985,9.89231205,,0.192800567,58.70000076,FALSE,FALSE
4,1979,131.5,9.942219734,,0.197226509,52.79999924,FALSE,FALSE
15,1979,138.5,9.69419384,,0.180901408,54.5,FALSE,FALSE
30,1979,135.6999969,9.623209,,0.201933503,50.20000076,FALSE,FALSE
24,1980,187.8000031,9.656599998,,0.194831684,47.29999924,FALSE,FALSE
15,1980,141.1999969,9.683053017,,0.182222217,59,FALSE,FALSE
8,1980,115.1999969,9.711496353,,0.157838985,56.40000153,FALSE,FALSE
34,1980,74.80000305,9.654541016,,0.201916501,57.20000076,FALSE,FALSE
5,1980,118,10.0747633,,0.180180177,67,FALSE,FALSE
29,1980,149.3000031,9.835398674,,0.190073922,60,FALSE,FALSE
37,1980,122.3000031,9.652031898,,0.177948713,64.30000305,FALSE,FALSE
22,1980,247.8000031,9.860693932,,0.186753526,55.29999924,FALSE,FALSE
36,1980,148.8999939,9.866592407,,0.19394052,48.5,FALSE,FALSE
16,1980,117.6999969,9.877483368,,0.194798827,63,FALSE,FALSE
3,1980,120.1999969,10.03784084,,0.189538613,62.09999847,TRUE,FALSE
35,1980,161.6000061,9.72296524,,0.195694715,58.90000153,FALSE,FALSE
4,1980,131,9.943612099,,0.197923869,54.59999847,FALSE,FALSE
6,1980,150.5,9.913743973,,0.198653191,62.70000076,FALSE,FALSE
18,1980,142.1000061,9.801047325,,0.184258699,57.29999924,FALSE,FALSE
31,1980,114.6999969,9.616186142,,0.196816206,58.79999924,FALSE,FALSE
12,1980,127.0999985,9.862443924,,0.190778345,58.29999924,FALSE,FALSE
20,1980,116.3000031,9.772380829,,0.188535035,59.5,FALSE,FALSE
33,1980,129.6999969,9.868579865,,0.194813415,63.70000076,FALSE,FALSE
2,1980,131.8000031,9.573802948,,0.17847769,61.5,FALSE,FALSE
19,1980,122,9.743378639,,0.189326555,56.70000076,FALSE,FALSE
9,1980,135.1999969,9.962172508,,0.187275752,60,FALSE,FALSE
38,1980,117.5999985,9.855584145,,0.194857627,61.20000076,FALSE,FALSE
25,1980,123.6999969,9.610508919,,0.203675345,59.59999847,FALSE,FALSE
27,1980,141.6000061,9.811437607,,0.186115697,62.90000153,FALSE,FALSE
26,1980,133.5,9.85091114,,0.186423406,58.70000076,FALSE,FALSE
23,1980,102.6999969,9.677751541,,0.197237149,62.59999847,FALSE,FALSE
30,1980,138.3000031,9.601185799,,0.202114031,52.29999924,FALSE,FALSE
17,1980,127,9.5035429,,0.195557311,59.70000076,FALSE,FALSE
7,1980,134,9.701444626,,0.191652939,59.29999924,FALSE,FALSE
1,1980,123.1999969,9.612194061,,0.189522341,60.59999847,FALSE,FALSE
13,1980,215.3000031,9.661358833,,0.191204593,46.29999924,FALSE,FALSE
32,1980,130.3999939,9.657697678,,0.185798302,60.29999924,FALSE,FALSE
39,1980,158.1000061,10.01395512,,0.200000003,55.29999924,FALSE,FALSE
11,1980,124.5999985,9.810102463,,0.188743994,58.79999924,FALSE,FALSE
28,1980,124,9.869997978,,0.180461898,61.29999924,FALSE,FALSE
21,1980,177.6999969,10.03424549,,0.183750004,63.09999847,FALSE,FALSE
14,1980,143.8000031,9.739491463,,0.201141223,60,FALSE,FALSE
10,1980,146.8999939,9.795776367,,0.191074684,53.70000076,FALSE,FALSE
2,1981,128.6999969,9.59304142,,0.175011113,64.69999695,FALSE,FALSE
7,1981,131.6999969,9.704943657,,0.187975734,62.59999847,FALSE,FALSE
1,1981,119.5999985,9.609594345,,0.185842231,68.80000305,FALSE,FALSE
31,1981,115.6999969,9.665717125,,0.191009626,62.29999924,FALSE,FALSE
17,1981,125.3000031,9.512449265,,0.192040771,63,FALSE,FALSE
21,1981,171.8999939,10.00596333,,0.178541943,63.29999924,FALSE,FALSE
34,1981,77.59999847,9.640061378,,0.198394999,62.70000076,FALSE,FALSE
19,1981,121.0999985,9.757293701,,0.183338717,60.40000153,FALSE,FALSE
8,1981,114.0999985,9.684898376,,0.156383425,59.20000076,FALSE,FALSE
23,1981,103,9.680828094,,0.191505611,63,FALSE,FALSE
6,1981,152.6000061,9.901392937,,0.193546012,66,FALSE,FALSE
14,1981,144,9.765061378,,0.196343154,62.59999847,FALSE,FALSE
13,1981,209.6999969,9.665572166,,0.18725346,49.40000153,FALSE,FALSE
10,1981,148.5,9.788149834,,0.187078431,58.29999924,FALSE,FALSE
4,1981,133.8000031,9.957273483,,0.191868708,58.09999847,FALSE,FALSE
27,1981,143.6999969,9.844989777,,0.181768253,65.80000305,FALSE,FALSE
29,1981,151.1999969,9.836283684,,0.186410457,64.5,FALSE,FALSE
15,1981,138.8999939,9.67944622,,0.178096578,62.90000153,FALSE,FALSE
25,1981,125.6999969,9.76184845,,0.197956875,62,FALSE,FALSE
9,1981,133,9.965017319,,0.183027104,63.09999847,FALSE,FALSE
37,1981,120.5,9.629268646,,0.174669161,66.19999695,FALSE,FALSE
20,1981,117,9.81427002,,0.183547944,60.90000153,FALSE,FALSE
32,1981,129.1000061,9.655215263,,0.182105228,63.70000076,FALSE,FALSE
22,1981,245.3999939,9.867042542,,0.182374835,58.40000153,FALSE,FALSE
39,1981,163.1000061,9.99971962,,0.193551764,55.90000153,FALSE,FALSE
30,1981,136.1000061,9.600561142,,0.197688997,54.70000076,FALSE,FALSE
36,1981,149.8999939,9.867190361,,0.189806134,51.79999924,FALSE,FALSE
26,1981,132.8000031,9.83551693,,0.182279631,61.40000153,FALSE,FALSE
11,1981,132.8999939,9.838684082,,0.184035227,61.40000153,FALSE,FALSE
28,1981,125.1999969,9.866443634,,0.176455587,64.80000305,FALSE,FALSE
3,1981,118.5999985,10.02862644,,0.185537055,66.40000153,TRUE,FALSE
16,1981,120.8000031,9.867996216,,0.189215153,65.80000305,FALSE,FALSE
24,1981,179.3000031,9.661784172,,0.190966532,50,FALSE,FALSE
33,1981,129,9.898188591,,0.190550059,66.90000153,FALSE,FALSE
18,1981,140.5,9.810366631,,0.179832503,59.90000153,FALSE,FALSE
5,1981,116.4000015,10.07957172,,0.176050052,80.09999847,FALSE,FALSE
12,1981,132,9.877179146,,0.185729414,59.79999924,FALSE,FALSE
38,1981,119.9000015,9.834293365,,0.189779818,64.90000153,FALSE,FALSE
35,1981,163.8000031,9.72743988,,0.191106632,61,FALSE,FALSE
16,1982,119.4000015,9.863185883,,0.183631495,71.69999695,FALSE,FALSE
25,1982,126.8000031,9.764913559,,0.19223839,67.80000305,FALSE,FALSE
12,1982,130.8999939,9.881303787,,0.180680498,65.09999847,FALSE,FALSE
20,1982,117.0999985,9.799477577,,0.178560853,69.69999695,FALSE,FALSE
32,1982,131.3999939,9.642688751,,0.178412154,68.30000305,FALSE,FALSE
27,1982,147,9.853139877,,0.17742081,71.69999695,FALSE,FALSE
18,1982,139.6999969,9.802687645,,0.175406292,64.69999695,FALSE,FALSE
31,1982,113,9.649112701,,0.185203031,68,FALSE,FALSE
10,1982,147.6999969,9.757754326,,0.183082163,65.09999847,FALSE,FALSE
3,1982,115.4000015,10.01253033,,0.181535497,72.80000305,TRUE,FALSE
8,1982,111.5,9.645256996,,0.15492785,67.59999847,FALSE,FALSE
30,1982,136,9.583789825,,0.193263978,61.90000153,FALSE,FALSE
24,1982,179,9.649224281,,0.187101394,55.5,FALSE,FALSE
28,1982,123.3000031,9.862766266,,0.172449291,69.80000305,FALSE,FALSE
7,1982,131.1999969,9.707344055,,0.18429853,67.80000305,FALSE,FALSE
21,1982,165.1000061,9.956868172,,0.173333883,71.59999847,FALSE,FALSE
33,1982,131.1999969,9.887208939,,0.186286718,73.80000305,FALSE,FALSE
23,1982,97.5,9.678599358,,0.185774088,69.40000153,FALSE,FALSE
15,1982,139.5,9.68356514,,0.173970938,69.69999695,FALSE,FALSE
1,1982,119.0999985,9.597579956,,0.182162121,73.09999847,FALSE,FALSE
37,1982,119.8000031,9.626737595,,0.17138961,75.09999847,FALSE,FALSE
34,1982,73.59999847,9.6280756,,0.194873497,68.09999847,FALSE,FALSE
22,1982,239.8000031,9.876245499,,0.177996144,67,FALSE,FALSE
5,1982,114.6999969,10.09016323,,0.171919927,85.59999847,FALSE,FALSE
36,1982,147.3999939,9.870553017,,0.185671732,56.40000153,FALSE,FALSE
4,1982,130.5,9.96261692,,0.185813561,61.40000153,FALSE,FALSE
2,1982,127.4000015,9.573699951,,0.171544537,72.09999847,FALSE,FALSE
38,1982,115.5999985,9.821298599,,0.184702009,75,FALSE,FALSE
13,1982,210.6000061,9.654259682,,0.183302343,56.29999924,FALSE,FALSE
29,1982,146.3000031,9.842974663,,0.182746992,71.59999847,FALSE,FALSE
9,1982,130.6999969,9.944978714,,0.17877847,69.59999847,FALSE,FALSE
39,1982,157.6999969,9.945314407,,0.187103525,64.30000305,FALSE,FALSE
26,1982,134,9.815444946,,0.178135857,68.30000305,FALSE,FALSE
6,1982,154.1000061,9.904336929,,0.188438848,74.09999847,FALSE,FALSE
35,1982,162.3000031,9.723439217,,0.186518535,66.80000305,FALSE,FALSE
19,1982,122.4000015,9.73567009,,0.177350879,65.69999695,FALSE,FALSE
17,1982,125.8000031,9.498247147,,0.188524231,69.19999695,FALSE,FALSE
14,1982,143.8999939,9.753126144,,0.191545069,70.30000305,FALSE,FALSE
11,1982,116.1999969,9.795305252,,0.17932646,72.80000305,FALSE,FALSE
33,1983,126.4000015,9.88021183,,0.182023361,84.09999847,FALSE,FALSE
26,1983,130,9.83649826,,0.173992082,82.5,FALSE,FALSE
9,1983,127.9000015,9.954803467,,0.174529821,80.80000305,FALSE,FALSE
21,1983,159.1999969,9.96372509,,0.168125823,81.90000153,FALSE,FALSE
14,1983,133.6999969,9.746861458,,0.186747,80.69999695,FALSE,FALSE
37,1983,115.6999969,9.612957001,,0.168110058,88.19999695,FALSE,FALSE
32,1983,129,9.672341347,,0.174719065,79.09999847,FALSE,FALSE
38,1983,106.3000031,9.838350296,,0.1796242,92,FALSE,FALSE
30,1983,131.1000061,9.625990868,,0.188838944,72.40000153,FALSE,FALSE
16,1983,113.1999969,9.874606133,,0.178047821,87.30000305,FALSE,FALSE
28,1983,125.3000031,9.876906395,,0.168442979,81.69999695,FALSE,FALSE
4,1983,125.3000031,9.97803688,,0.1797584,73.30000305,FALSE,FALSE
19,1983,113.6999969,9.748160362,,0.171363041,77.19999695,FALSE,FALSE
23,1983,96.30000305,9.686483383,,0.18004255,79.59999847,FALSE,FALSE
18,1983,134.1000061,9.82930088,,0.170980096,74.80000305,FALSE,FALSE
15,1983,135.3999939,9.724024773,,0.169845313,80.80000305,FALSE,FALSE
27,1983,140,9.80484581,,0.173073366,83.90000153,FALSE,FALSE
35,1983,153.8000031,9.759016991,,0.181930453,77,FALSE,FALSE
17,1983,122.3000031,9.504479408,,0.185007691,78.59999847,FALSE,FALSE
29,1983,135.8000031,9.882348061,,0.179083511,84,FALSE,FALSE
20,1983,110.8000031,9.802988052,,0.173573762,83.69999695,FALSE,FALSE
12,1983,127.5999985,9.885565758,,0.175631583,77,FALSE,FALSE
7,1983,128.6000061,9.755731583,,0.180621326,78.90000153,FALSE,FALSE
6,1983,149.6000061,9.934576035,,0.183331668,82,FALSE,FALSE
13,1983,201.1000061,9.642765045,,0.179351211,66.40000153,FALSE,FALSE
25,1983,119.5999985,9.792011261,,0.186519921,77.90000153,FALSE,FALSE
2,1983,128,9.593052864,,0.168077946,82,FALSE,FALSE
39,1983,141.1999969,9.884187698,,0.180655286,71,FALSE,FALSE
11,1983,115.5999985,9.783572197,,0.174617708,84,FALSE,FALSE
31,1983,109.8000031,9.655467033,,0.179396451,78.80000305,FALSE,FALSE
3,1983,110.8000031,10.03173733,,0.177533939,84.90000153,TRUE,FALSE
22,1983,232.8999939,9.940467834,,0.173617467,74.69999695,FALSE,FALSE
1,1983,116.3000031,9.626769066,,0.178482011,84.40000153,FALSE,FALSE
10,1983,143,9.775057793,,0.17908591,75.69999695,FALSE,FALSE
24,1983,169.8000031,9.693886757,,0.183236241,66,FALSE,FALSE
34,1983,69,9.643307686,,0.191351995,82,FALSE,FALSE
5,1983,114.0999985,10.12007046,,0.167789817,95.59999847,FALSE,FALSE
8,1983,111.3000031,9.694543839,,0.153472289,76.5,FALSE,FALSE
36,1983,144.6999969,9.907087326,,0.18153733,68.80000305,FALSE,FALSE
10,1984,137.8000031,9.829457283,22,0.175089657,85.19999695,FALSE,FALSE
28,1984,115.3000031,9.911305428,24.89999962,0.164436668,97.69999695,FALSE,FALSE
37,1984,111.9000015,9.640778542,19.70000076,0.164830506,97.19999695,FALSE,FALSE
19,1984,110.0999985,9.745220184,29.39999962,0.165375203,91.30000305,FALSE,FALSE
12,1984,121.6999969,9.916464806,20.70000076,0.170582652,91,FALSE,FALSE
2,1984,123.0999985,9.650440216,17.89999962,0.164611369,93.59999847,FALSE,FALSE
35,1984,144.3000031,9.805239677,26.29999924,0.177342355,90.59999847,FALSE,FALSE
3,1984,104.8000031,10.07535934,25,0.173532382,94.90000153,TRUE,FALSE
30,1984,127,9.675048828,22,0.184413925,81.30000305,FALSE,FALSE
17,1984,116.4000015,9.545903206,20.10000038,0.181491151,89,FALSE,FALSE
13,1984,183.1999969,9.699555397,18.5,0.175400078,75.40000153,FALSE,FALSE
32,1984,125.0999985,9.729241371,19.70000076,0.171025991,88.30000305,FALSE,FALSE
23,1984,88.90000153,9.707865715,28.29999924,0.174311012,90.19999695,FALSE,FALSE
5,1984,112.5,10.18159676,20.29999924,0.163659692,113.5,FALSE,FALSE
22,1984,215.1000061,10.00682926,35.59999847,0.169238776,90.5,FALSE,FALSE
21,1984,136.6000061,9.994217873,35.09999847,0.162917763,99.80000305,FALSE,FALSE
26,1984,127.0999985,9.884094238,24.89999962,0.169848308,89.19999695,FALSE,FALSE
36,1984,136.8000031,9.955709457,22.39999962,0.177402943,76,FALSE,FALSE
7,1984,126.3000031,9.825489998,21.29999924,0.176944122,86.80000305,FALSE,FALSE
20,1984,107.6999969,9.853515625,25.39999962,0.168586671,94.80000305,FALSE,FALSE
4,1984,119.6999969,10.00204563,25.70000076,0.173703253,83.40000153,FALSE,FALSE
16,1984,110.8000031,9.950922966,23.5,0.172464162,99.19999695,FALSE,FALSE
34,1984,66.30000305,9.678897858,13.39999962,0.187830493,95.30000305,FALSE,FALSE
27,1984,128.1000061,9.813323021,17.79999924,0.168725923,93.30000305,FALSE,FALSE
1,1984,113,9.671621323,18,0.174801901,90.80000305,FALSE,FALSE
18,1984,130,9.881512642,23.70000076,0.166553885,84.80000305,FALSE,FALSE
33,1984,117.1999969,9.909603119,29.79999924,0.177760005,93.80000305,FALSE,FALSE
38,1984,105.5999985,9.881548882,32.90000153,0.174546391,100.8000031,FALSE,FALSE
29,1984,136.8999939,9.93138504,25.10000038,0.175420046,94.80000305,FALSE,FALSE
25,1984,109.4000015,9.79562664,24,0.180801436,94.40000153,FALSE,FALSE
14,1984,128.8999939,9.760681152,23.79999924,0.181948915,90.69999695,FALSE,FALSE
8,1984,103.5999985,9.707316399,23.20000076,0.152016714,88.5,FALSE,FALSE
9,1984,124,10.00314426,24.60000038,0.170281187,89.59999847,FALSE,FALSE
15,1984,135.5,9.774763107,22.10000038,0.165719673,93.69999695,FALSE,FALSE
6,1984,144,9.962282181,26.60000038,0.178224504,91.09999847,FALSE,FALSE
24,1984,160.6000061,9.753726006,19.79999924,0.179371104,75,FALSE,FALSE
39,1984,128.8999939,9.88435173,26.29999924,0.174207047,81.69999695,FALSE,FALSE
31,1984,105.6999969,9.72109127,21.70000076,0.17358987,89.80000305,FALSE,FALSE
11,1984,111.1999969,9.831582069,23.89999962,0.169908941,93.30000305,FALSE,FALSE
12,1985,115.6999969,9.935948372,20.10000038,0.165533721,97.5,FALSE,FALSE
16,1985,113,9.968969345,23,0.166880488,101.5,FALSE,FALSE
11,1985,109.4000015,9.839344978,22.89999962,0.165200174,99.5,FALSE,FALSE
34,1985,66.5,9.697767258,13.80000019,0.184309006,104.5999985,FALSE,FALSE
26,1985,126.6999969,9.904476166,24.20000076,0.165704519,92.19999695,FALSE,FALSE
24,1985,156.3000031,9.781757355,19.70000076,0.175505951,78.90000153,FALSE,FALSE
23,1985,88,9.734749794,28.70000076,0.168579489,97.5,FALSE,FALSE
27,1985,124.1999969,9.816129684,18.10000038,0.164378494,95.09999847,FALSE,FALSE
32,1985,128.6999969,9.757004738,19.79999924,0.167332917,92.5,FALSE,FALSE
9,1985,121.5999985,10.02081871,24.29999924,0.166032538,96.69999695,FALSE,FALSE
8,1985,100.6999969,9.715256691,22.29999924,0.150561154,97.59999847,FALSE,FALSE
37,1985,109.0999985,9.651716232,19.70000076,0.161550969,103.1999969,FALSE,FALSE
35,1985,144.5,9.848504066,26.60000038,0.172754273,95.5,FALSE,FALSE
1,1985,114.5,9.703192711,18.70000076,0.171121791,99,FALSE,FALSE
5,1985,111,10.21291733,20.79999924,0.159529567,118.5999985,FALSE,FALSE
14,1985,125,9.761659622,23,0.177150846,103,FALSE,FALSE
13,1985,182.3999939,9.703631401,18.89999962,0.171448946,79.30000305,FALSE,FALSE
30,1985,125.4000015,9.697684288,22.10000038,0.179988891,83,FALSE,FALSE
39,1985,125.6999969,9.910658836,26,0.167758822,87.40000153,FALSE,FALSE
21,1985,146.6999969,10.02567673,35.70000076,0.157709703,109.3000031,FALSE,FALSE
6,1985,144.5,9.996334076,26.20000076,0.173117325,98.69999695,FALSE,FALSE
25,1985,103.1999969,9.793513298,23.10000038,0.175082967,100.5999985,FALSE,FALSE
18,1985,129.1999969,9.913291931,23.70000076,0.162127689,93.69999695,FALSE,FALSE
3,1985,102.8000031,10.09970284,24,0.169530824,98,TRUE,FALSE
29,1985,133.3999939,9.955239296,25.70000076,0.17175658,100.3000031,FALSE,FALSE
7,1985,128.8000031,9.862127304,21.39999962,0.173266917,90.69999695,FALSE,FALSE
15,1985,127.9000015,9.807659149,22.20000076,0.161594033,98.09999847,FALSE,FALSE
38,1985,107,9.894386292,32.09999847,0.169468582,106.8000031,FALSE,FALSE
4,1985,112.4000015,10.00077915,25.20000076,0.167648092,93.09999847,FALSE,FALSE
20,1985,105.0999985,9.875531197,24.60000038,0.163599581,95.80000305,FALSE,FALSE
2,1985,125.8000031,9.675526619,18.10000038,0.161144793,98.5,FALSE,FALSE
22,1985,201.1000061,10.0613327,35.70000076,0.164860085,89.19999695,FALSE,FALSE
17,1985,115.3000031,9.553736687,20.60000038,0.177974612,96.40000153,FALSE,FALSE
28,1985,115.8000031,9.944738388,24.89999962,0.160430372,100.0999985,FALSE,FALSE
36,1985,134.6000061,9.984970093,22.39999962,0.173268557,83.59999847,FALSE,FALSE
19,1985,103.5999985,9.72940731,27.79999924,0.15938738,95.5,FALSE,FALSE
10,1985,135.3000031,9.844302177,22,0.171093404,88.80000305,FALSE,FALSE
33,1985,115.9000015,9.928035736,29.10000038,0.173496664,102.0999985,FALSE,FALSE
31,1985,104.4000015,9.719058037,20.89999962,0.16778329,92.30000305,FALSE,FALSE
18,1986,128.8000031,9.94677639,24.20000076,0.157701492,101.9000015,FALSE,FALSE
2,1986,126,9.705939293,18.70000076,0.157678217,103.5999985,FALSE,FALSE
30,1986,126.5999985,9.729728699,22.89999962,0.175563857,88.69999695,FALSE,FALSE
28,1986,113.9000015,9.987108231,25.20000076,0.15642406,104.9000015,FALSE,FALSE
13,1986,179.8000031,9.729916573,19.20000076,0.167497829,85.40000153,FALSE,FALSE
3,1986,99.69999695,10.12726688,24.70000076,0.165529266,104.4000015,TRUE,FALSE
5,1986,108.5,10.26860905,20.60000038,0.155399442,118.5,FALSE,FALSE
29,1986,136.3000031,10.00256538,26,0.168093115,101.8000031,FALSE,FALSE
22,1986,195.8999939,10.12613201,34.70000076,0.160481393,100,FALSE,FALSE
16,1986,104.3000031,10.00552177,23,0.161296815,116.3000031,FALSE,FALSE
34,1986,64.40000153,9.715573311,13.69999981,0.180787504,103.5,FALSE,FALSE
12,1986,109.4000015,9.961418152,19.89999962,0.160484806,103,FALSE,FALSE
15,1986,119,9.874090195,22.39999962,0.157468393,112.6999969,FALSE,FALSE
21,1986,142.6000061,10.06372929,37.20000076,0.152501643,106.5999985,FALSE,FALSE
38,1986,105.4000015,9.932972908,32.70000076,0.164390773,110.8000031,FALSE,FALSE
9,1986,118.1999969,10.05529976,24.70000076,0.161783889,108.4000015,FALSE,FALSE
10,1986,137.6000061,9.882231712,22.10000038,0.167097136,93.59999847,FALSE,FALSE
1,1986,116.3000031,9.745949745,19.29999924,0.167441681,103,FALSE,FALSE
37,1986,112.0999985,9.688000679,19.60000038,0.158271417,104.0999985,FALSE,FALSE
19,1986,97.80000305,9.774852753,27.39999962,0.153399542,102,FALSE,FALSE
11,1986,104.0999985,9.870233536,23.29999924,0.160491407,104.8000031,FALSE,FALSE
26,1986,126.3000031,9.938112259,23.39999962,0.161560744,98.09999847,FALSE,FALSE
20,1986,103.0999985,9.896881104,24.5,0.158612505,104,FALSE,FALSE
8,1986,96.69999695,9.736213684,22.5,0.149105594,99.90000153,FALSE,FALSE
4,1986,109.9000015,10.00159264,25.5,0.161592931,95.09999847,FALSE,FALSE
39,1986,124.8000031,9.874266624,24.5,0.161310583,97.80000305,FALSE,FALSE
33,1986,113.6999969,9.898400307,29,0.169233307,105.5,FALSE,FALSE
31,1986,97,9.753732681,21.20000076,0.161976695,108.5,FALSE,FALSE
32,1986,129,9.814326286,20.89999962,0.163639843,98.80000305,FALSE,FALSE
35,1986,131.1999969,9.907774925,27.60000038,0.16816619,104.9000015,FALSE,FALSE
24,1986,154.3999939,9.830363274,20,0.171640798,83.69999695,FALSE,FALSE
36,1986,135.8000031,10.03190517,23.39999962,0.169134155,91.30000305,FALSE,FALSE
7,1986,129,9.913808823,22.10000038,0.169589728,100.0999985,FALSE,FALSE
6,1986,142.3999939,10.03209209,26,0.168010145,105.1999969,FALSE,FALSE
27,1986,119.9000015,9.801921844,18.29999924,0.16003105,104.5999985,FALSE,FALSE
25,1986,99.80000305,9.80461216,23,0.169364497,104.1999969,FALSE,FALSE
17,1986,113.1999969,9.576477051,21.5,0.174458086,106,FALSE,FALSE
14,1986,121.1999969,9.74059391,23.70000076,0.172352776,105.0999985,FALSE,FALSE
23,1986,88.19999695,9.73690033,27.89999962,0.162847951,101.1999969,FALSE,FALSE
6,1987,141,10.04857063,25.89999962,0.162902981,111.4000015,FALSE,FALSE
29,1987,124.4000015,10.02757072,25.60000038,0.16442965,113.5,FALSE,FALSE
38,1987,106,9.941293716,31.5,0.159312963,116.3000031,FALSE,FALSE
18,1987,128.6999969,9.953277588,24.20000076,0.153275281,108.5,FALSE,FALSE
5,1987,109,10.3092289,21.10000038,0.151269317,122.6999969,FALSE,FALSE
4,1987,102.4000015,9.994426727,24.79999924,0.155537784,108.5999985,FALSE,FALSE
7,1987,129.3000031,9.930797577,22.29999924,0.165912524,103.9000015,FALSE,FALSE
26,1987,124.5999985,9.943062782,23.89999962,0.15741697,102.1999969,FALSE,FALSE
3,1987,97.5,10.13430119,24.10000038,0.161527708,103.9000015,TRUE,FALSE
10,1987,134,9.897043228,21.89999962,0.163100883,100.0999985,FALSE,FALSE
34,1987,67.69999695,9.719885826,13,0.177266002,108.5999985,FALSE,FALSE
39,1987,110.4000015,9.839848518,24.5,0.154862344,102.6999969,FALSE,FALSE
12,1987,105.1999969,9.962820053,19.70000076,0.15543589,114.5,FALSE,FALSE
17,1987,110,9.599513054,21.60000038,0.170941547,115.8000031,FALSE,FALSE
35,1987,128.3000031,9.935688019,27.79999924,0.163578093,113.8000031,FALSE,FALSE
15,1987,125,9.911307335,22.60000038,0.153342754,121.1999969,FALSE,FALSE
14,1987,116.5,9.716698647,24.29999924,0.167554691,117.8000031,FALSE,FALSE
28,1987,110.5999985,10.00092793,25.10000038,0.152417749,110,FALSE,FALSE
30,1987,126.5999985,9.754576683,23.5,0.171138838,95.30000305,FALSE,FALSE
25,1987,92.30000305,9.789935112,23.29999924,0.163646013,110.3000031,FALSE,FALSE
21,1987,147.6999969,10.07728004,37.70000076,0.147293583,114,FALSE,FALSE
33,1987,105.8000031,9.889120102,27.5,0.164969951,114.4000015,FALSE,FALSE
20,1987,101.3000031,9.899986267,24.79999924,0.153625414,113.6999969,FALSE,FALSE
27,1987,113.0999985,9.779805183,18.20000076,0.155683607,114.4000015,FALSE,FALSE
24,1987,150.5,9.854593277,20,0.167775661,90.59999847,FALSE,FALSE
31,1987,95.80000305,9.779506683,21.5,0.156170115,113.6999969,FALSE,FALSE
11,1987,101.0999985,9.887944221,23.10000038,0.15578264,117.0999985,FALSE,FALSE
19,1987,91.69999695,9.77811718,27.20000076,0.147411704,106.1999969,FALSE,FALSE
22,1987,195.1000061,10.14629078,34.70000076,0.156102702,102,FALSE,FALSE
36,1987,133,10.05442619,23.5,0.164999753,94.59999847,FALSE,FALSE
9,1987,109.5,10.06775475,25.10000038,0.157535255,116.1999969,FALSE,FALSE
2,1987,122.3000031,9.705574036,19,0.15421164,113,FALSE,FALSE
16,1987,108.8000031,10.02376842,23.20000076,0.155713156,120.0999985,FALSE,FALSE
32,1987,130.6000061,9.842340469,21,0.159946769,103.5,FALSE,FALSE
1,1987,114,9.762091637,19.39999962,0.163761571,110,FALSE,FALSE
23,1987,82.30000305,9.729162216,27.79999924,0.157116413,110.1999969,FALSE,FALSE
8,1987,95,9.740722656,22,0.147650018,107.0999985,FALSE,FALSE
13,1987,171.1999969,9.739725113,19,0.163546696,90.5,FALSE,FALSE
37,1987,107.5,9.683080673,19.89999962,0.154991865,112.8000031,FALSE,FALSE
4,1988,94.59999847,10.01883125,24.20000076,0.149482623,116,FALSE,FALSE
34,1988,55,9.729156494,12.80000019,0.1737445,122.9000015,FALSE,FALSE
31,1988,91.90000153,9.76535511,21,0.150363535,124.6999969,FALSE,FALSE
7,1988,124.0999985,9.95286274,21.70000076,0.16223532,109.1999969,FALSE,FALSE
3,1988,90.09999847,10.1416626,23.60000038,0.15752615,117.4000015,TRUE,FALSE
6,1988,137.1000061,10.0777216,25.70000076,0.157795802,119.3000031,FALSE,FALSE
5,1988,104.8000031,10.35539532,20.70000076,0.147139207,129.6999969,FALSE,FALSE
2,1988,121.5,9.721531868,18.89999962,0.150745049,119.9000015,FALSE,FALSE
13,1988,173.1999969,9.758579254,19.10000038,0.159595564,94.40000153,FALSE,FALSE
