id,job,area,income,aspect,subscriptions,dist_healthy,save_rate,dist_unhealthy,age,pop_dense,retail_dense,crime,product
471,pe,a,65753.0,6.275,1,4.937723693629206,9,32.26865252213011,46,0.8464566929133859,0.5433070866141733,0.1947581207305172,b
472,nb,a,66284.0,15.916666666666668,3,10.024337866857552,100,6.586483068708725,52,0.7637795275590551,0.18110236220472442,0.23727868395371532,c
473,kd,c,50096.0,6.491666666666666,1,8.528274874731569,77,8.012083743150203,46,0.84251968503937,0.5354330708661418,0.2927645336679214,b
474,pe,c,57747.0,10.716666666666667,0,2.0,0,12.8281579317128,48,0.8779527559055118,0.5118110236220472,0.37041684093127003,c
475,kl,d,38194.0,34.00833333333334,2,8.963493199713671,114,7.99606575804412,40,0.9448818897637795,0.8346456692913385,0.1971281193364004,f
476,by,c,43508.0,11.258333333333333,0,18.021474588403724,18,8.439230012645776,48,0.889763779527559,0.5196850393700787,0.2095357590966123,a
477,qp,c,65292.0,25.775000000000002,1,7.766642806012884,44,15.599269355065337,46,0.9921259842519685,0.6692913385826772,0.1438728565453785,b
478,pz,a,53603.0,7.466666666666667,2,16.879026485325696,164,15.188141070675846,46,0.7913385826771654,0.4645669291338583,0.2987592360239788,b
479,pz,a,67489.0,16.78333333333333,1,11.955619183965641,20,9.747365462975973,49,0.9094488188976378,0.48031496062992124,0.356196849295971,c
480,pe,c,61608.0,6.925,0,11.792412312097351,10,14.79303077139244,47,0.8779527559055118,0.5590551181102362,0.16102049351735676,c
481,pz,a,60865.0,18.625,0,17.83106657122405,56,33.1870170015456,48,0.9330708661417323,0.5551181102362205,0.5651749616617873,c
482,pe,c,61290.0,7.791666666666666,1,2.0,0,7.371364338906842,47,0.8464566929133859,0.5118110236220472,0.15920814164226962,c
483,pz,a,66142.0,22.633333333333333,0,6.08017179670723,1,13.746522411128284,48,0.9606299212598425,0.594488188976378,0.4051303499233236,d
484,pz,a,47865.0,16.891666666666666,2,2.816034359341446,7,8.04411971336237,51,0.8582677165354331,0.3464566929133858,0.2887215948696501,b
485,sa,c,52611.0,10.825,1,10.405153901216893,72,8.567373893494448,48,0.8661417322834646,0.484251968503937,0.1271434546214973,b
486,nb,a,57145.0,38.775,1,6.08017179670723,44,25.786707882534778,41,0.8740157480314961,0.7283464566929134,0.31841628328453925,b
487,qp,c,63592.0,22.741666666666667,1,14.458124552612741,46,13.63973584375439,48,0.968503937007874,0.5708661417322834,0.1299316882754775,b
488,pe,c,67453.0,31.733333333333334,1,8.963493199713671,41,18.877616973443867,43,0.9763779527559056,0.7677165354330708,0.22487104419350343,c
489,ax,d,25301.0,10.066666666666666,0,2.0,0,6.581143740340031,48,0.889763779527559,0.531496062992126,0.03039174682838422,g
490,kd,c,64619.0,31.299999999999997,2,4.448103078024338,17,17.86314458339188,40,0.9803149606299213,0.8543307086614174,0.14443050327617454,c
491,11,c,55268.0,10.608333333333334,2,18.810307802433787,75,13.39946606716313,49,0.7795275590551181,0.35826771653543305,0.17063989962358847,b
492,pz,a,44641.0,17.21666666666667,1,4.31209735146743,16,8.24701419137277,49,0.9173228346456693,0.5039370078740157,0.06761466610901994,e
493,pz,a,56543.0,12.125,0,5.454545454545455,3,14.125614725305606,48,0.8858267716535433,0.5,0.30600864352432733,c
494,dz,c,43331.0,10.391666666666666,2,6.760200429491769,48,12.102009273570326,48,0.7401574803149606,0.3110236220472441,0.0917328872159487,f
495,pe,a,52292.0,29.458333333333332,1,2.0,0,24.87902205985668,43,0.9921259842519685,0.7637795275590551,0.07486407360936846,c
496,po,c,52434.0,27.616666666666664,2,7.8754473872584105,36,12.57720949838415,44,1.0,0.7480314960629921,0.30057158789906596,b
497,de,a,55055.0,16.35,0,3.1424481030780242,0,25.98426303217648,49,0.9173228346456693,0.531496062992126,0.8162554022027045,b
498,qp,c,61077.0,11.041666666666668,1,21.720830350751612,251,4.087677392159618,48,0.8700787401574803,0.484251968503937,0.14735814861285376,b
499,pz,a,64726.0,29.35,1,24.440944881889763,25,34.628635661093156,44,0.9881889763779528,0.7480314960629921,0.16157814024815279,b
500,nn,a,62990.0,9.741666666666667,0,6.760200429491769,5,25.51974146410004,47,0.9015748031496063,0.5590551181102362,0.23602397880942422,c
501,de,a,59837.0,13.1,0,15.382963493199714,40,31.360966699452018,48,0.8937007874015748,0.5078740157480315,0.7393001533528509,c
502,nb,a,,16.78333333333333,1,9.697924123120973,34,21.483209217366866,49,0.905511811023622,0.468503937007874,0.21441516799107765,b
503,qp,c,63628.0,41.483333333333334,2,14.26771653543307,-2,13.543627933117888,41,0.7913385826771654,0.6377952755905512,0.19280635717273106,b
504,pe,a,64301.0,19.166666666666664,0,3.1424481030780242,0,14.211043979204721,48,0.937007874015748,0.5511811023622047,0.11417816813048934,c
505,vv,c,,8.658333333333333,1,7.929849677881174,65,9.65125755233947,47,0.8070866141732284,0.452755905511811,0.10692876063014081,b
506,kd,c,60262.0,6.275,1,6.161775232641374,2,11.808346213292118,45,0.8188976377952756,0.5236220472440944,0.22835633626097868,b
507,pz,a,56685.0,10.825,0,6.760200429491769,13,28.146691021497823,48,0.889763779527559,0.5275590551181102,0.30447511501463825,b
508,pz,a,58987.0,9.85,0,11.547602004294918,55,25.007165940705352,48,0.8740157480314961,0.5118110236220472,0.2749198382824481,b
509,kl,d,34652.0,30.758333333333333,1,12.3092340730136,-119,2.3577350007025433,44,0.9763779527559056,0.7440944881889764,0.06385055067614666,a
510,nn,a,60227.0,23.175,0,6.760200429491769,6,5.299704931853309,47,0.952755905511811,0.6141732283464567,0.17468283842185975,c
511,pz,a,56224.0,24.583333333333332,0,9.344309234073013,13,27.628776169734437,47,0.9566929133858267,0.6259842519685039,0.2810539523212045,b
512,nb,a,60687.0,41.80833333333333,3,16.987831066571225,196,4.941969931150766,40,0.7440944881889764,0.6141732283464567,0.23936985919420048,c
513,kw,c,55905.0,19.166666666666664,3,5.264137437365784,36,11.066179570043557,51,0.8779527559055118,0.3464566929133858,0.2633486686184302,b
514,nn,b,62211.0,41.266666666666666,0,13.696492483894058,13,5.080792468736828,45,0.9015748031496063,0.6377952755905512,0.11626934337097448,c
515,11,c,52859.0,8.116666666666667,2,12.608446671438797,100,2.9610791063650415,47,0.7952755905511811,0.44881889763779526,0.1271434546214973,b
516,bf,d,41453.0,5.3,1,8.963493199713671,62,6.93353941267388,45,0.84251968503937,0.562992125984252,0.06092290533946745,a
517,bf,d,37203.0,11.583333333333332,2,6.08017179670723,66,6.901503442461712,49,0.7716535433070866,0.31496062992125984,0.18416283284539245,f
518,pz,a,62565.0,9.85,0,6.08017179670723,2,14.611493606856822,48,0.8779527559055118,0.515748031496063,0.191830475393838,c
519,kw,c,54914.0,29.78333333333333,4,10.16034359341446,193,14.018828157931711,36,0.9645669291338582,0.889763779527559,0.1479157953436498,b
520,vv,c,66461.0,33.791666666666664,2,12.63564781675018,87,11.760292257973864,40,0.9488188976377953,0.8385826771653543,0.29666806078349367,c
521,qp,c,66107.0,40.075,0,11.520400858983537,91,4.568216945342138,46,0.9212598425196851,0.6417322834645669,0.24898926530043217,c
522,pz,a,60475.0,12.233333333333333,0,13.098067287043664,6,10.740480539553182,47,0.9251968503937008,0.5905511811023622,0.3800362470375017,c
523,mm,c,46837.0,41.483333333333334,1,2.816034359341446,7,16.15989883377828,42,0.8346456692913385,0.6417322834645669,0.15112226404572704,b
524,nb,a,56224.0,12.775,1,7.929849677881174,89,32.40747505971617,49,0.84251968503937,0.4094488188976378,0.6117384636832567,b
525,nb,a,53320.0,12.341666666666667,1,3.632068718682892,16,16.92876211887031,49,0.8346456692913385,0.40551181102362205,0.30363864491844417,b
526,qw,c,60227.0,15.049999999999999,2,9.344309234073013,17,15.05465786145848,51,0.84251968503937,0.35039370078740156,0.2395092708768995,c
527,nb,a,58066.0,32.275,0,10.67716535433071,40,12.085991288464239,46,0.9488188976377953,0.6535433070866141,0.13090757005437056,b
528,e2,a,73227.0,18.299999999999997,1,7.1682176091624905,38,11.477307854433048,50,0.9015748031496063,0.4251968503937008,0.424090338770389,d
529,pe,b,64584.0,22.416666666666668,0,3.1424481030780242,0,6.19137276942532,48,0.9566929133858267,0.5984251968503937,0.31437334448626797,c
530,11,c,52434.0,11.691666666666666,1,3.822476735862563,8,8.05479837009976,48,0.8779527559055118,0.49606299212598426,0.3605186114596403,b
531,11,c,42870.0,8.658333333333333,1,3.632068718682892,-1,8.343122102009275,47,0.8543307086614174,0.5078740157480315,0.32789627770807195,b
532,nn,c,53426.0,5.95,1,3.822476735862563,9,15.599269355065337,46,0.8661417322834646,0.5669291338582677,0.3372368604489056,c
533,nn,a,64513.0,11.366666666666667,0,13.370078740157481,68,28.07727975270479,48,0.889763779527559,0.5236220472440944,0.28844277150425207,c
534,qp,c,66674.0,22.525,1,7.1682176091624905,30,19.208655332302936,48,0.9645669291338582,0.5866141732283464,0.16813048933500627,b
535,de,a,49494.0,13.858333333333333,3,8.201861130994988,115,16.896726148658143,51,0.7519685039370079,0.2125984251968504,0.9078488777359542,b
536,nb,a,50769.0,24.150000000000002,1,6.161775232641374,51,17.468034284108473,47,0.984251968503937,0.6181102362204725,0.3588456712672522,b
537,am,c,73546.0,26.424999999999997,1,23.76091624910523,212,12.427708304060701,46,0.9763779527559056,0.6653543307086615,0.17161578140248152,d
538,al,c,65576.0,37.69166666666667,1,21.911238367931283,182,10.655051285654068,42,0.9015748031496063,0.7401574803149606,0.10344346856266555,c
539,pz,a,51336.0,8.225000000000001,1,4.937723693629206,30,14.66488689054377,47,0.7952755905511811,0.4448818897637795,0.41321622751986614,b
540,qp,c,57960.0,26.858333333333334,1,10.405153901216893,62,4.247857243220459,46,0.984251968503937,0.6850393700787402,0.20493517356754495,b
541,pz,a,54807.0,37.041666666666664,1,7.8754473872584105,46,15.951665027399185,43,0.9251968503937008,0.7125984251968503,0.3462986198243413,c
542,qp,c,60475.0,14.4,0,10.323550465282748,62,6.671912322607841,47,0.9291338582677166,0.5866141732283464,0.24745573679074306,b
543,kd,c,66001.0,11.583333333333332,1,6.161775232641374,44,10.38274553885064,49,0.8228346456692913,0.39763779527559057,0.32315628049630557,c
544,de,a,49884.0,6.816666666666666,0,8.963493199713671,27,14.478010397639455,47,0.8937007874015748,0.5748031496062992,0.8695106649937264,b
545,pz,a,56083.0,20.358333333333334,0,8.93629205440229,16,24.665448925108894,48,0.9448818897637795,0.562992125984252,0.560992611180817,b
546,kw,c,52930.0,31.299999999999997,3,6.950608446671438,75,11.813685541660812,38,0.968503937007874,0.889763779527559,0.20981458246201032,b
547,pz,a,58102.0,17.975,1,11.520400858983537,17,32.519600955458756,50,0.9173228346456693,0.4763779527559055,0.5234908685347832,b
548,pz,a,55374.0,4.0,0,10.67716535433071,32,14.040185471406492,46,0.8976377952755905,0.610236220472441,0.3580092011710581,b
549,kl,d,39186.0,9.091666666666667,1,2.816034359341446,6,8.503301953070114,47,0.8543307086614174,0.49606299212598426,0.12351875087132301,b
550,qp,c,59412.0,5.408333333333333,0,15.382963493199714,96,18.439792047210904,46,0.8779527559055118,0.5826771653543307,0.10051582322598633,b
551,kl,c,54737.0,16.458333333333332,2,24.413743736578382,157,17.70830406069973,51,0.8464566929133859,0.3228346456692913,0.23379339188624007,b
552,qp,b,72023.0,29.78333333333333,1,10.513958482462419,30,15.027961219615007,44,0.984251968503937,0.7440944881889764,0.47748501324410986,c
553,qp,c,59200.0,21.55,1,20.98639942734431,103,13.554306589855276,48,0.9566929133858267,0.5708661417322834,0.34908685347832147,b
554,kl,d,26966.0,7.574999999999999,4,5.264137437365784,81,3.5857805255023187,43,0.5787401574803149,0.2677165354330709,0.03443468562665551,f
555,de,a,51584.0,10.825,0,10.785969935576235,20,18.546578614584796,48,0.8937007874015748,0.531496062992126,0.9244388679771365,b
556,nn,a,65682.0,13.966666666666665,0,8.528274874731569,-10,15.038639876352395,49,0.8976377952755905,0.5039370078740157,0.1480552070263488,c
557,pe,a,62777.0,13.533333333333333,0,4.31209735146743,9,11.770970914711254,48,0.9015748031496063,0.5236220472440944,0.05032761745434267,c
558,kw,c,48963.0,17.866666666666667,4,6.08017179670723,91,9.46972038780385,51,0.7716535433070866,0.16141732283464566,0.12407639760211905,b
559,kd,c,68445.0,20.900000000000002,1,13.451682176091625,-4,23.432064071940424,49,0.9488188976377953,0.5196850393700787,0.27589572006134117,c
560,vv,c,56012.0,4.325,1,13.696492483894058,46,4.333286497119573,45,0.8543307086614174,0.5905511811023622,0.1343928621218458,c
561,kd,b,68728.0,39.425,2,11.92841803865426,87,4.952648587888155,40,0.8464566929133859,0.7204724409448819,0.05506761466610902,c
562,vv,c,55728.0,8.875,0,7.766642806012884,22,3.9488548545735562,47,0.9212598425196851,0.5905511811023622,0.053534086156419906,b
563,qp,c,59944.0,34.766666666666666,1,17.667859699355763,76,16.01039763945483,42,0.9448818897637795,0.7795275590551181,0.15920814164226962,b
564,pz,a,,7.358333333333333,2,18.810307802433787,0,23.207812280455247,46,0.7834645669291339,0.46062992125984253,0.4763697197825178,b
565,dz,c,42055.0,13.208333333333334,3,10.187544738725842,135,6.880146128986932,50,0.6850393700787402,0.13385826771653545,0.12073051721734282,a
566,by,d,30224.0,11.8,2,8.963493199713671,74,4.755093438246452,49,0.7874015748031497,0.33858267716535434,0.02439704447232678,f
567,pe,c,61148.0,25.558333333333334,2,2.816034359341446,4,15.001264577771533,45,0.9960629921259843,0.6732283464566929,0.137041684093127,b
568,de,a,53107.0,21.116666666666667,1,11.302791696492484,86,20.660952648587887,49,0.9488188976377953,0.515748031496063,0.4444444444444444,b
569,qp,c,57606.0,14.508333333333333,2,9.398711524695777,107,10.526907404805396,51,0.7834645669291339,0.25196850393700787,0.25149867558901434,b
570,by,c,47333.0,14.941666666666666,1,10.785969935576235,-24,11.626809048756499,49,0.8937007874015748,0.4763779527559055,0.3575909661229611,f
571,nn,b,,35.525000000000006,2,9.534717251252683,85,3.2814388084867216,39,0.9133858267716536,0.8307086614173228,0.09786700125470514,c
572,pe,a,56224.0,4.65,1,10.67716535433071,3,27.233665870451034,46,0.8779527559055118,0.594488188976378,0.466471490310888,c
573,qp,b,67914.0,15.375,1,10.323550465282748,-71,4.947309259519461,50,0.8740157480314961,0.41732283464566927,0.48027324689809003,b
574,e2,a,67595.0,11.583333333333332,0,18.973514674302077,29,21.71280033722074,48,0.8858267716535433,0.5078740157480315,0.4224173985780008,c
575,de,a,53709.0,11.149999999999999,0,11.003579098067286,45,19.81733876633413,48,0.8858267716535433,0.515748031496063,0.38156977554719085,b
576,nb,a,54595.0,10.608333333333334,2,4.937723693629206,-10,4.22649992974568,49,0.7913385826771654,0.37401574803149606,0.24829220688693712,b
577,kl,c,53568.0,33.575,2,16.280601288475303,134,3.788675003512716,40,0.952755905511811,0.8346456692913385,0.2567963195315767,b
578,pz,a,62140.0,11.8,2,14.240515390121688,13,12.315582408318111,49,0.8031496062992126,0.35826771653543305,0.3237139272271016,b
579,pe,a,63521.0,10.608333333333334,0,7.467430207587688,0,23.832513699592525,48,0.8937007874015748,0.5354330708661418,0.23936985919420048,b
580,vv,c,66638.0,6.275,1,21.258410880458122,78,15.860896445131376,46,0.8385826771653543,0.5393700787401575,0.4618709047818207,c
581,pz,a,57004.0,8.55,0,10.405153901216893,49,19.443585780525503,47,0.8858267716535433,0.5433070866141733,0.2637669036665273,b
582,pz,a,63734.0,10.5,0,4.584108804581245,0,26.902627511591962,47,0.9015748031496063,0.5511811023622047,0.273943956503555,c
583,nn,c,60723.0,42.458333333333336,1,2.816034359341446,8,6.581143740340031,45,0.8740157480314961,0.6181102362204725,0.23769691900181236,c
584,de,a,48361.0,36.825,2,9.017895490336436,91,7.766474638190248,40,0.8976377952755905,0.7874015748031497,0.26488219712811933,b
585,pz,a,54701.0,13.75,1,9.752326413743738,43,12.988337782773641,49,0.8858267716535433,0.4763779527559055,0.33500627352572143,b
586,qp,c,71775.0,10.825,0,19.027916964924838,129,18.349023464943095,48,0.9015748031496063,0.547244094488189,0.3471350899205353,c
587,pe,a,47546.0,38.125,0,2.0,0,5.406491499227203,47,0.9330708661417323,0.6181102362204725,0.18959988847065384,c
588,kl,d,29480.0,37.475,3,5.37294201861131,37,7.8946185190389215,36,0.8307086614173228,0.8228346456692913,0.09619406106231702,f
589,vv,c,70499.0,42.13333333333333,1,15.083750894774518,104,12.102009273570326,44,0.8464566929133859,0.6181102362204725,0.1520981458246201,c
590,pz,a,53568.0,11.041666666666668,0,8.201861130994988,37,12.000562034565124,47,0.9094488188976378,0.562992125984252,0.31883451833263626,b
591,pe,a,61750.0,7.25,0,2.0,0,23.287902205985667,47,0.8976377952755905,0.5748031496062992,0.2779868953018263,c
592,de,a,57960.0,36.391666666666666,0,9.534717251252683,13,28.47772938035689,44,0.9330708661417323,0.6968503937007874,0.7784748361912728,b
593,pe,c,53072.0,9.091666666666667,2,3.1424481030780242,12,4.584234930448223,47,0.7834645669291339,0.4094488188976378,0.05032761745434267,b
594,am,a,66603.0,10.608333333333334,1,3.632068718682892,-3,9.528452999859493,49,0.8031496062992126,0.3937007874015748,0.22765927784748363,c
595,pe,c,57110.0,9.308333333333334,1,2.816034359341446,9,11.883096810453843,47,0.8661417322834646,0.5118110236220472,0.3602397880942423,c
596,qp,c,58314.0,25.016666666666666,1,6.406585540443809,32,8.759589714767458,47,0.984251968503937,0.6456692913385826,0.14610344346856266,b
597,nn,a,55126.0,18.841666666666665,1,4.31209735146743,17,5.219615006322888,49,0.9251968503937008,0.4921259842519685,0.35257214554579674,b
598,pe,b,65434.0,36.175,0,7.712240515390122,31,7.595616130392019,45,0.937007874015748,0.6889763779527559,0.2892792416004461,c
599,pe,c,63911.0,37.25833333333333,1,4.31209735146743,20,12.427708304060701,42,0.9173228346456693,0.7322834645669292,0.28565453785027184,b
600,pz,a,59802.0,32.38333333333333,1,15.573371510379385,84,33.720949838415066,42,0.968503937007874,0.8070866141732284,0.24020632929039454,c
601,am,c,72873.0,12.775,0,11.520400858983537,50,15.924968385555712,48,0.905511811023622,0.5354330708661418,0.22236163390492122,d
602,kd,c,56401.0,5.408333333333333,2,17.667859699355763,115,9.854152030349866,44,0.7716535433070866,0.515748031496063,0.38533389098006415,b
603,f8,a,71314.0,40.18333333333334,2,7.467430207587688,4,21.48854854573556,41,0.8346456692913385,0.6889763779527559,0.18862400669176077,c
604,pz,a,50450.0,5.95,2,7.929849677881174,74,16.14922017704089,44,0.7283464566929134,0.468503937007874,0.28997630001394115,b
605,11,c,51230.0,6.275,0,2.816034359341446,1,6.890824785724321,46,0.8779527559055118,0.5708661417322834,0.3492262651610205,e
606,11,c,46554.0,7.683333333333334,2,6.08017179670723,9,8.845018968666572,46,0.7874015748031497,0.452755905511811,0.25094102885821834,b
607,pe,a,59448.0,13.208333333333334,0,2.816034359341446,2,11.67486300407475,48,0.9094488188976378,0.5393700787401575,0.23602397880942422,c
608,pz,a,53426.0,10.391666666666666,0,8.201861130994988,41,11.83504285513559,47,0.9094488188976378,0.562992125984252,0.3121427575630838,b
609,nn,a,64371.0,10.283333333333335,2,8.58267716535433,43,29.865954756217505,48,0.7952755905511811,0.38976377952755903,0.3987174125191691,b
610,qp,c,63805.0,36.175,0,20.79599141016464,62,10.799213151608823,45,0.937007874015748,0.6653543307086615,0.3900738881918305,c
611,nn,a,66709.0,30.866666666666667,0,9.534717251252683,4,33.63018125614725,46,0.9488188976377953,0.6496062992125984,0.23783633068451135,c
612,de,a,56933.0,8.875,0,2.816034359341446,-2,27.890403259800475,47,0.8818897637795275,0.5393700787401575,0.8413495050885265,b
613,kl,d,31216.0,42.35,2,7.766642806012884,58,3.922158212730083,41,0.7519685039370079,0.5905511811023622,0.059110553464380315,b
614,de,a,47971.0,14.941666666666666,1,5.644953471725126,10,9.966277926092456,49,0.8937007874015748,0.47244094488188976,0.19838282448069147,c
615,kw,c,57535.0,26.858333333333334,3,10.16034359341446,140,17.633553463538007,43,0.9960629921259843,0.7401574803149606,0.1550257911612993,b
616,de,a,55374.0,14.075000000000001,0,6.08017179670723,1,21.47253056062948,48,0.9173228346456693,0.5590551181102362,0.23811515404990938,b
617,pz,a,47652.0,12.341666666666667,1,9.697924123120973,63,8.572713221863145,49,0.8543307086614174,0.4409448818897638,0.06608113759933082,b
618,kl,d,28914.0,39.31666666666667,2,3.1424481030780242,14,3.72460306308838,39,0.8267716535433071,0.7322834645669292,0.06956642966680608,b
619,kd,c,41701.0,4.0,4,8.528274874731569,82,5.438527469439371,37,0.5905511811023622,0.4881889763779528,0.19350341558622614,b
620,nn,a,63450.0,26.316666666666666,2,7.467430207587688,22,13.095124350147534,45,0.9960629921259843,0.6929133858267716,0.09131465216785166,c
621,f8,a,71172.0,33.25,2,15.68217609162491,11,20.335253618097514,41,0.9566929133858267,0.8267716535433071,0.2230586923184163,c
622,dz,c,37663.0,14.183333333333334,2,6.08017179670723,70,3.761978361669243,50,0.8385826771653543,0.3661417322834646,0.05032761745434267,f
623,dz,d,33058.0,15.7,1,2.0,0,5.406491499227203,50,0.8858267716535433,0.43700787401574803,0.10330405687996654,g
624,pz,a,65186.0,29.891666666666666,0,13.342877594846097,55,33.79570043557679,46,0.9566929133858267,0.6653543307086615,0.397741530740276,b
625,pz,a,63628.0,7.25,1,13.451682176091625,140,27.660812139946607,46,0.8188976377952756,0.5,0.3263627491983828,c
626,qp,c,55693.0,10.066666666666666,1,10.078740157480315,42,19.181958690459464,48,0.8188976377952756,0.4330708661417323,0.29290394535062036,b
627,nn,c,54453.0,35.525000000000006,1,8.528274874731569,55,17.179710552198962,42,0.9330708661417323,0.7716535433070866,0.29945629443747385,c
628,pz,a,56437.0,40.725,3,14.43092340730136,203,19.81733876633413,38,0.7598425196850394,0.6692913385826772,0.19643106092290533,b
629,nn,a,63663.0,41.05,0,11.520400858983537,76,3.361528734017142,45,0.9015748031496063,0.6417322834645669,0.17189460476787954,b
630,nb,a,59660.0,11.258333333333333,1,8.201861130994988,57,30.15427848812702,49,0.8228346456692913,0.40551181102362205,0.10483758538965565,b
631,al,c,53355.0,37.041666666666664,2,9.697924123120973,82,15.310945623155824,38,0.8740157480314961,0.8110236220472441,0.17091872298898647,b
632,qp,c,69756.0,31.733333333333334,1,4.584108804581245,10,11.883096810453843,43,0.9763779527559056,0.7677165354330708,0.2438310330405688,c
633,kd,c,,23.283333333333335,3,15.274158911954189,191,17.206407194042434,47,0.9645669291338582,0.5551181102362205,0.10386170361076258,c
634,nb,a,46483.0,18.083333333333336,1,10.813171080887617,42,5.737529858086273,50,0.9173228346456693,0.4763779527559055,0.1904363585668479,b
635,pe,b,66001.0,19.6,0,4.31209735146743,0,14.62217226359421,49,0.9409448818897638,0.547244094488189,0.5530461452669734,c
636,am,c,69614.0,20.358333333333334,0,7.766642806012884,39,19.299423914570745,48,0.9448818897637795,0.562992125984252,0.08978112365816256,c
637,ax,d,,16.133333333333333,2,3.1424481030780242,19,4.920612617675987,51,0.8228346456692913,0.2874015748031496,0.06287466889725359,a
638,qp,c,62104.0,29.675,0,12.608446671438797,-25,13.442180694112688,45,0.968503937007874,0.6889763779527559,0.24647985501185,b
639,vv,c,65647.0,8.225000000000001,1,8.58267716535433,-11,12.059294646620767,47,0.8070866141732284,0.46062992125984253,0.1136205213996933,c
640,kw,c,52682.0,22.09166666666667,3,3.632068718682892,6,4.947309259519461,48,0.9251968503937008,0.452755905511811,0.18039871741251917,e
641,pz,a,59837.0,7.574999999999999,0,5.454545454545455,5,26.486159898833776,47,0.8779527559055118,0.5511811023622047,0.09758817788930713,b
642,mm,a,62281.0,20.683333333333334,1,13.424481030780244,-28,36.03821835042855,49,0.9488188976377953,0.547244094488189,0.37027742924857104,b
643,qp,c,65222.0,10.066666666666666,0,8.528274874731569,40,17.558802866376283,47,0.9015748031496063,0.5551181102362205,0.15725637808448348,b
644,pz,a,56083.0,4.325,0,10.16034359341446,49,18.258254882675285,46,0.9094488188976378,0.610236220472441,0.2668339606859055,b
645,qp,c,64655.0,17.541666666666664,2,7.1682176091624905,50,5.203597021216805,51,0.8700787401574803,0.3543307086614173,0.25651749616617875,b
646,nn,c,68339.0,37.583333333333336,2,10.785969935576235,53,23.31459884782914,39,0.8740157480314961,0.7834645669291339,0.23100515823225987,c
647,kd,c,45420.0,6.816666666666666,3,8.58267716535433,97,5.854995082197555,43,0.6496062992125984,0.3661417322834646,0.10358288024536456,b
648,pe,b,61750.0,37.800000000000004,0,7.766642806012884,3,3.025151046789378,45,0.9251968503937008,0.6811023622047244,0.2646033737627213,c
649,pz,a,54914.0,42.56666666666667,1,8.201861130994988,93,26.288604749192075,43,0.8228346456692913,0.6023622047244095,0.7040289976300014,c
650,nn,c,67595.0,12.450000000000001,2,3.822476735862563,12,23.634958549950824,50,0.7795275590551181,0.3031496062992126,0.47846089502300293,d
651,de,a,49459.0,11.8,1,5.454545454545455,23,15.711395250807925,49,0.8543307086614174,0.44881889763779526,0.29374041544681445,b
652,kd,c,53568.0,13.966666666666665,2,9.398711524695777,89,10.409442180694112,50,0.8188976377952756,0.33070866141732286,0.22264045727031925,e
653,pz,a,57145.0,19.6,1,10.024337866857552,16,33.59814528593509,50,0.9291338582677166,0.47244094488188976,0.4734420744458386,b
654,qp,b,65009.0,9.416666666666668,0,9.534717251252683,62,3.788675003512716,47,0.8779527559055118,0.5236220472440944,0.32259863376550957,c
655,kd,c,61998.0,7.033333333333333,1,7.467430207587688,16,7.948011802725867,46,0.8543307086614174,0.5354330708661418,0.2152516380872717,b
656,vv,c,57429.0,6.6,1,16.607015032211883,94,14.376563158634257,46,0.84251968503937,0.531496062992126,0.30879687717830756,b
657,pz,a,70924.0,27.075,3,13.778095919828203,221,18.696079808908248,41,0.984251968503937,0.7559055118110236,0.42297504530879687,c
658,nb,a,55799.0,37.36666666666667,1,7.8754473872584105,48,10.324012926794998,41,0.9015748031496063,0.7559055118110236,0.17649519029694688,b
659,pz,a,58208.0,16.025,0,6.62419470293486,17,21.477869888998175,48,0.9251968503937008,0.562992125984252,0.3259445141502858,c
660,vv,c,63486.0,5.95,1,17.531853972798856,117,10.671069270760151,46,0.8464566929133859,0.5511811023622047,0.36818625400808586,c
661,nn,a,66178.0,7.9,0,2.816034359341446,-7,16.10650555009133,47,0.8700787401574803,0.5393700787401575,0.35257214554579674,c
662,gv,c,71916.0,29.675,0,2.816034359341446,0,25.226078403821838,45,0.9724409448818898,0.7047244094488189,0.49407500348529204,d
663,pz,b,64230.0,14.508333333333333,1,2.816034359341446,6,6.709287621188703,49,0.8818897637795275,0.44881889763779526,0.31465216785166594,c
664,pe,c,59058.0,8.225000000000001,1,3.632068718682892,0,7.088379935366024,47,0.8346456692913385,0.4881889763779528,0.04447232678098425,c
665,f8,b,69083.0,40.61666666666667,3,6.08017179670723,46,6.330195307011381,38,0.7519685039370079,0.6771653543307087,0.19266694549003208,c
666,pz,a,42622.0,42.78333333333333,1,2.816034359341446,5,4.2745538850639315,45,0.8818897637795275,0.610236220472441,0.7890701240763976,b
667,pz,a,69543.0,19.275,1,10.16034359341446,72,13.388787410425742,49,0.9291338582677166,0.49606299212598426,0.177889307123937,d
668,de,a,55870.0,5.95,0,8.93629205440229,49,23.634958549950824,47,0.9212598425196851,0.6062992125984252,0.8117942283563363,b
669,kd,c,68374.0,9.85,1,25.09377236936292,156,11.178305465786146,48,0.8031496062992126,0.41338582677165353,0.40220270458664437,c
670,pz,a,63875.0,16.35,3,8.365068002863278,62,23.19713362371786,52,0.7559055118110236,0.16141732283464566,0.3108880524187927,c
671,pz,a,63592.0,33.46666666666667,1,22.07444523979957,132,35.65378670788253,41,0.9566929133858267,0.8110236220472441,0.1946187090478182,b
672,al,c,51513.0,37.69166666666667,2,12.227630637079457,132,9.197414641000421,39,0.8661417322834646,0.7874015748031497,0.17147636971978253,b
